single_encoder,division,group,class,subclass
RDF1050208,Natural sciences,Earth and related environmental sciences,Geochemistry,Environmental geochemistry
RDF1050299,Natural sciences,Earth and related environmental sciences,Geochemistry,"Geochemistry, n.e.c."
RDF10503,Natural sciences,Earth and related environmental sciences,Geology,
RDF1050301,Natural sciences,Earth and related environmental sciences,Geology,Basin analysis
RDF1050302,Natural sciences,Earth and related environmental sciences,Geology,Planetary geology
RDF1050303,Natural sciences,Earth and related environmental sciences,Geology,Igneous petrology
RDF1050304,Natural sciences,Earth and related environmental sciences,Geology,Metamorphic petrology
RDF1050305,Natural sciences,Earth and related environmental sciences,Geology,Ore deposit petrology
RDF1050306,Natural sciences,Earth and related environmental sciences,Geology,"Petroleum, gas and coal geology"
RDF1050307,Natural sciences,Earth and related environmental sciences,Geology,Mineralogy and crystallography (except soil mineralogy and chemicals aspects of crystallography)
RDF1050308,Natural sciences,Earth and related environmental sciences,Geology,Sedimentology
RDF1050309,Natural sciences,Earth and related environmental sciences,Geology,Stratigraphy (including biostratigraphy and sequence stratigraphy)
RDF1050310,Natural sciences,Earth and related environmental sciences,Geology,Structural geology
RDF1050311,Natural sciences,Earth and related environmental sciences,Geology,Tectonics
RDF1050312,Natural sciences,Earth and related environmental sciences,Geology,Volcanology
RDF1050313,Natural sciences,Earth and related environmental sciences,Geology,Economic geology
RDF1050314,Natural sciences,Earth and related environmental sciences,Geology,Geomicrobiology
RDF1050315,Natural sciences,Earth and related environmental sciences,Geology,Paleobiology
RDF1050316,Natural sciences,Earth and related environmental sciences,Geology,Paleontology (including palynology)
RDF1050399,Natural sciences,Earth and related environmental sciences,Geology,"Geology, n.e.c."
RDF10504,Natural sciences,Earth and related environmental sciences,Geophysics,
RDF1050401,Natural sciences,Earth and related environmental sciences,Geophysics,Geoelectrics and geoelectromagnetics
RDF1050402,Natural sciences,Earth and related environmental sciences,Geophysics,Geodynamics
RDF1050403,Natural sciences,Earth and related environmental sciences,Geophysics,Geophysical fluid dynamics
RDF1050404,Natural sciences,Earth and related environmental sciences,Geophysics,Geothermics and radiometrics
RDF1050405,Natural sciences,Earth and related environmental sciences,Geophysics,Gravimetry
RDF1050406,Natural sciences,Earth and related environmental sciences,Geophysics,Magnetism and paleomagnetism
RDF1050407,Natural sciences,Earth and related environmental sciences,Geophysics,Seismology
RDF1050408,Natural sciences,Earth and related environmental sciences,Geophysics,Geodesy
RDF1050409,Natural sciences,Earth and related environmental sciences,Geophysics,Rock and mineral physics
RDF1050499,Natural sciences,Earth and related environmental sciences,Geophysics,"Geophysics, n.e.c."
RDF10505,Natural sciences,Earth and related environmental sciences,Oceanography,
RDF1050501,Natural sciences,Earth and related environmental sciences,Oceanography,Biological oceanography
RDF1050502,Natural sciences,Earth and related environmental sciences,Oceanography,Chemical oceanography
RDF1050503,Natural sciences,Earth and related environmental sciences,Oceanography,Physical oceanography
RDF1050504,Natural sciences,Earth and related environmental sciences,Oceanography,Marine geology
RDF1050505,Natural sciences,Earth and related environmental sciences,Oceanography,Ocean biogeochemistry
RDF1050506,Natural sciences,Earth and related environmental sciences,Oceanography,Sea ice sciences
RDF1050507,Natural sciences,Earth and related environmental sciences,Oceanography,Paleoceanography
RDF1050508,Natural sciences,Earth and related environmental sciences,Oceanography,Estuarine oceanography
RDF1050509,Natural sciences,Earth and related environmental sciences,Oceanography,Nearshore processes and coastal oceanography
RDF1050510,Natural sciences,Earth and related environmental sciences,Oceanography,Large-scale ocean circulation
RDF1050511,Natural sciences,Earth and related environmental sciences,Oceanography,Ocean-atmospheric interactions
RDF1050599,Natural sciences,Earth and related environmental sciences,Oceanography,"Oceanography, n.e.c."
RDF10506,Natural sciences,Earth and related environmental sciences,Environmental geoscience,
RDF1050601,Natural sciences,Earth and related environmental sciences,Environmental geoscience,Geomorphology
RDF1050602,Natural sciences,Earth and related environmental sciences,Environmental geoscience,Landscape evolution
RDF1050603,Natural sciences,Earth and related environmental sciences,Environmental geoscience,Natural hazards
RDF1050604,Natural sciences,Earth and related environmental sciences,Environmental geoscience,Paleo-environmental sciences
RDF1050605,Natural sciences,Earth and related environmental sciences,Environmental geoscience,Surface processes
RDF1050606,Natural sciences,Earth and related environmental sciences,Environmental geoscience,Environmental monitoring
RDF1050607,Natural sciences,Earth and related environmental sciences,Environmental geoscience,Geomatics sciences (except geomatic engineering)
RDF1050699,Natural sciences,Earth and related environmental sciences,Environmental geoscience,"Environmental geoscience, n.e.c."
RDF10507,Natural sciences,Earth and related environmental sciences,Hydrology,
RDF1050701,Natural sciences,Earth and related environmental sciences,Hydrology,Hydrometeorology
RDF1050702,Natural sciences,Earth and related environmental sciences,Hydrology,Physical and catchment hydrology
RDF1050703,Natural sciences,Earth and related environmental sciences,Hydrology,Surface water hydrology
RDF1050704,Natural sciences,Earth and related environmental sciences,Hydrology,Soil hydrology
RDF1050705,Natural sciences,Earth and related environmental sciences,Hydrology,Hydrogeology
RDF1050706,Natural sciences,Earth and related environmental sciences,Hydrology,Water quality
RDF1050707,Natural sciences,Earth and related environmental sciences,Hydrology,Limnology
RDF1050799,Natural sciences,Earth and related environmental sciences,Hydrology,"Hydrology, n.e.c."
RDF10508,Natural sciences,Earth and related environmental sciences,Cryosphere processes,
RDF1050801,Natural sciences,Earth and related environmental sciences,Cryosphere processes,Physics of snow and ice
RDF1050802,Natural sciences,Earth and related environmental sciences,Cryosphere processes,Glaciology
RDF1050803,Natural sciences,Earth and related environmental sciences,Cryosphere processes,Permafrost
RDF1050899,Natural sciences,Earth and related environmental sciences,Cryosphere processes,"Cryosphere processes, n.e.c."
RDF10509,Natural sciences,Earth and related environmental sciences,Geomatics and earth systems observations,
RDF1050901,Natural sciences,Earth and related environmental sciences,Geomatics and earth systems observations,Geographic information system (GIS and GPS) applications
RDF1050902,Natural sciences,Earth and related environmental sciences,Geomatics and earth systems observations,Remote sensing applications (except remote sensing in geomatics and photogrammetry)
RDF1050999,Natural sciences,Earth and related environmental sciences,Geomatics and earth systems observations,"Geomatics and earth systems observations, n.e.c."
RDF10510,Natural sciences,Earth and related environmental sciences,Natural environment sciences,
RDF1051001,Natural sciences,Earth and related environmental sciences,Natural environment sciences,Indigenous peoples environmental knowledge
RDF1051002,Natural sciences,Earth and related environmental sciences,Natural environment sciences,Biodiversity
RDF1051003,Natural sciences,Earth and related environmental sciences,Natural environment sciences,Environmental impact assessment
RDF1051004,Natural sciences,Earth and related environmental sciences,Natural environment sciences,Natural (biophysical) environment management
RDF1051005,Natural sciences,Earth and related environmental sciences,Natural environment sciences,Natural environment sustainability studies
RDF1051006,Natural sciences,Earth and related environmental sciences,Natural environment sciences,Ecological restoration (except bioremediation)
RDF1051007,Natural sciences,Earth and related environmental sciences,Natural environment sciences,Natural resource management
RDF1051008,Natural sciences,Earth and related environmental sciences,Natural environment sciences,Wildlife and habitat management
RDF1051009,Natural sciences,Earth and related environmental sciences,Natural environment sciences,Quantitative methods for environmental sciences
RDF1051010,Natural sciences,Earth and related environmental sciences,Natural environment sciences,Ecotoxicology
RDF1051099,Natural sciences,Earth and related environmental sciences,Natural environment sciences,"Natural environment sciences, n.e.c."
RDF10511,Natural sciences,Earth and related environmental sciences,Soil sciences,
RDF1051101,Natural sciences,Earth and related environmental sciences,Soil sciences,Soil physics
