ProjectID;ProjectComitteeE;ProjectTitle;Agency;FiscalYear;CompetitionYear;ProgramID;Program;ProgramType;ProgramF;ProgramTypeF;PrincipalInvestigator;InterUnivColl;NofOrganization;OrganizationID;Affiliation;Organization;OrganizationGroup;OrganizationGroupF;Province;FProvince;Payment;InterUnivCollF;NofCollaborators;ID_Projet;Code_Comite;Code_Agence;Comite;FComite
NSERC348696;#N/A;Data-driven Optimization of Transport Systems;NSERC;2023-2024;2019;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;RobertFrejinger, Emma;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;31000;Without Collaborator;0;CIHR10143;*A*;CIHR;Special Cases - Awards Programs;Appareil cardiovasculaire - A
NSERC350140;#N/A;Deciphering the nervous and immune systems dialogue;NSERC;2022-2023;2019;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Talbot, Sebastien;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;28000;Without Collaborator;0;CIHR10627;G;CIHR;Genetics;Cas spéciaux
NSERC366401;#N/A;Decision awareness in learning for control;NSERC;2023-2024;2023;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Bacon, PierreLuc;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;36000;Without Collaborator;0;CIHR1019;CP;CIHR;Cell Physiology;Cas speciaux - programmes de bourses
NSERC364109;#N/A;Decision awareness in learning for control;NSERC;2023-2024;2023;2572;Discovery Launch Supplement;Grant Awards;"Supplément Tremplin vers la découverte
supplément Tremplin vers la découverte";Subventions;Bacon, PierreLuc;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;12500;Without Collaborator;0;CIHR11231;DRA;CIHR;Doctoral Research Awards - A;Bourses de recherche - B
NSERC342381;#N/A;Decision support systems based on heterogeneous data driven models for a safe and optimal operation of industrial process systems;NSERC;2023-2024;2021;2571;DND/NSERC Discovery Grant Supplement;Grant Awards;Supplément aux subventions à la découverte MDN-CRSNG;Subventions;Chioua, Moncef;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;12500;Without Collaborator;0;CIHR11447;DRB;CIHR;Doctoral Research Awards - B;Neurosciences moléculaires et cellulaires - B
NSERC351570;#N/A;Decision support systems based on heterogeneous data driven models for a safe and optimal operation of industrial process systems;NSERC;2023-2024;2021;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Chioua, Moncef;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;40000;Without Collaborator;0;CIHR11427;HSB;CIHR;Health Research Salary B;Génie biomédical
NSERC360974;#N/A;Deep neural network uncertainty estimation for safe integration into autonomous driving autonomy systems;NSERC;2023-2024;2022;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Paull, LiamLD;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;44900;Without Collaborator;0;CIHR11179;DRB;CIHR;Doctoral Research Awards B;Cancer - A
NSERC337973;#N/A;Defect detection in advanced manufacturing using elastic registration of meshes in the X-ray projection domain;NSERC;2022-2023;2022;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Guibault, FrançoisJAGF;External collaboration;1;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;88500;External collaboration;2;CIHR12328;APA;CIHR;IAPH - ACADRE;Bourses de recherche au doctorat B
NSERC348991;#N/A;Demand Driven - MRP : mode éphèmère ou lien sérieux entres les méthodes flux poussé et flux tiré ?;NSERC;2022-2023;2019;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Baptiste, Pierre;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;36000;Without Collaborator;0;CIHR10942;BMA;CIHR;Biochemistry & Molecular Biology - A;Bourses destinées à un professionnel de la santé - Nouveaux chercheurs
NSERC344655;#N/A;Démystifier les mathématiques;NSERC;2022-2023;2022;2672;PromoScience Supplement for Science Literacy Week;Grant Awards;Supplément PromoScience pour la semaine de la culture scientifique;Subventions;Amiraux, ValérieV;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;2525;Without Collaborator;0;CIHR1200;CP;CIHR;Cell Physiology;Appareil cardiovasculaire - A
NSERC353158;#N/A;Design and management of smart last-mile delivery systems;NSERC;2022-2023;2022;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Arslan, Okan;Without Collaborator;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;27000;Without Collaborator;0;CIHR11373;NIB;CIHR;New Investigators B;Formation de recherche en santé A – Post-Ph.D. (HTA)
NSERC343273;#N/A;Design and management of smart last-mile delivery systems;NSERC;2022-2023;2022;2572;Discovery Launch Supplement;Grant Awards;"Supplément Tremplin vers la découverte
supplément Tremplin vers la découverte";Subventions;Arslan, Okan;Without Collaborator;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;12500;Without Collaborator;0;CIHR12378;BME;CIHR;Biomedical Engineering;Bourses destinées à un professionnel de la santé - Nouveaux chercheurs
NSERC349910;#N/A;Design and operation of Borehole Thermal Energy Storage systems;NSERC;2022-2023;2019;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Bernier, Michel;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;55000;Without Collaborator;0;CIHR10964;CI;CIHR;Clinical Investigation;Endocrinologie
NSERC361337;#N/A;Design of nanoparticles for the targeted delivery of non-integrating constructs;NSERC;2023-2024;2023;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Brambilla, DavideD;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;25000;Without Collaborator;0;CIHR11515;MME;CIHR;Multi-user Equipment and Maintenance;Endocrinologie
NSERC366798;#N/A;Detection and Characterization of Nearby Exoplanets - III;NSERC;2023-2024;2023;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Doyon, Rene;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;103000;Without Collaborator;0;CIHR1007;CA;CIHR;Cancer - A;Cas spéciaux
NSERC337619;#N/A;Development of a new battery casing for electric vehicles using 3D printing;NSERC;2023-2024;2022;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Martin, EtienneE;External collaboration;1;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;199986;External collaboration;2;CIHR12300;***;CIHR;Cas spéciaux;Recherche en collaboration avec l'industrie
NSERC347840;#N/A;Development of Additive Manufacturing Superalloys with high ?' volume fraction;NSERC;2023-2024;2019;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Martin, Etienne;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;33000;Without Collaborator;0;CIHR10574;BMB;CIHR;Biochemistry & Molecular Biology - B;Recherche en collaboration avec l'industrie
NSERC348652;#N/A;Development of an Intelligent Design Support Tool for Integrated Design of Multidomain Systems;NSERC;2022-2023;2019;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Achiche, Sofiane;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;46000;Without Collaborator;0;CIHR10670;G;CIHR;Genetics;Institut de génétique - Subvention pour échange de courte durée
NSERC348835;#N/A;Development of high performance PLA based nanocomposites;NSERC;2022-2023;2019;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Carreau, Pierre;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;39000;Without Collaborator;0;CIHR11036;CSB;CIHR;Cardiovascular System - B;Appareil cardiovasculaire - A
NSERC351785;#N/A;Development of new finite element models to predict the dynamic behavior of shells subjected to flowing fluids;NSERC;2023-2024;2021;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Lakis, AouniA;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;32000;Without Collaborator;0;CIHR10729;IT;CIHR;Immunology and Transplantation;Virologie et pathogenèse virale
NSERC361495;#N/A;Development of Sustainable and Innovative Antifungal Packaging for Bakery Products;NSERC;2023-2024;2023;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Ajji, AbdellahA;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;51500;Without Collaborator;0;CIHR1125;CSA;CIHR;Cardiovascular System - A;Recherche clinique
NSERC360867;#N/A;Développement de méthodes d'apprentissage automatique pour la détection d'anomalies à l'échelle d'un ensemble de barrages;NSERC;2023-2024;2022;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Goulet, JamesAlexandreJA;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;131150;Without Collaborator;0;CIHR11156;DRA;CIHR;Doctoral Research Awards A;Sciences du comportement - B: Études cliniques du comportement
NSERC349919;#N/A;Développement de méthodes rationnelles de maintenance proactive de systèmes industriels;NSERC;2022-2023;2019;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Ouali, MohamedSalah;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;26000;Without Collaborator;0;CIHR10824;BME;CIHR;Biomedical Engineering;Appareil cardiovasculaire - B
NSERC360216;#N/A;Développement de procédés d'amélioration des fondations routières par calcification chimique et biologique;NSERC;2022-2023;2022;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Courcelles, Benoit;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;31000;Without Collaborator;0;CIHR10464;CA;CIHR;Cancer - A;Appareil cardiovasculaire - C
NSERC362091;#N/A;Développement d'un modèle TOxicocinétique pour relier exposition interne aux PErturbateurs Endocriniens et concentration dans les Cheveux (TOPEEC);NSERC;2023-2024;2023;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Haddad, SamiSM;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;92000;Without Collaborator;0;CIHR11357;NIC;CIHR;New Investigators C;Cas spéciaux
NSERC366835;#N/A;Digital Twinning Approach for Autonomous Asset Performance Management;NSERC;2023-2024;2023;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Ragab, Ahmed;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;31000;Without Collaborator;0;CIHR10528;DS;CIHR;Dental Sciences;Génétique
NSERC364392;#N/A;Digital Twinning Approach for Autonomous Asset Performance Management;NSERC;2023-2024;2023;2572;Discovery Launch Supplement;Grant Awards;"Supplément Tremplin vers la découverte
supplément Tremplin vers la découverte";Subventions;Ragab, Ahmed;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;12500;Without Collaborator;0;CIHR11340;NIB;CIHR;New Investigators B;Génétique
NSERC336985;#N/A;Digital Twins of hydroelectric generating units: AI insight from sensor data combined with physics-based simulation;NSERC;2022-2023;2020;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Gosselin, FrederickFP;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;130434;Without Collaborator;0;CIHR12282;***;CIHR;Special Cases;Sciences du comportement - B: Études cliniques du comportement
NSERC348886;#N/A;Diversity and resilience of plant communities in isolated ecosystems;NSERC;2023-2024;2019;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Pellerin, Stéphanie;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;80000;Without Collaborator;0;CIHR10134;***;CIHR;Special Cases;Physiologie cellulaire
NSERC348789;#N/A;Du réseau de neurones au circuit logique et réciproquement : le meilleur des deux mondes;NSERC;2022-2023;2019;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;David, JeanPierre;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;28000;Without Collaborator;0;CIHR10412;CSB;CIHR;Cardiovascular System - B;Subvention pour la base des données en génomique de Céléra
