single_encoder,code_d,code_g,code_c,code_sc,division,group,class,subclass
RDF2030503,RDF20-21,RDF203,RDF20305,RDF2030503,Engineering and technology,"Electrical engineering, computer engineering, and information engineering","Electromagnetics, photonics and optics",Numerical methods in electromagnetics
RDF2030504,RDF20-21,RDF203,RDF20305,RDF2030504,Engineering and technology,"Electrical engineering, computer engineering, and information engineering","Electromagnetics, photonics and optics",Microwave theory and techniques
RDF2030505,RDF20-21,RDF203,RDF20305,RDF2030505,Engineering and technology,"Electrical engineering, computer engineering, and information engineering","Electromagnetics, photonics and optics",Instruments and circuits for RF microwave and millimeter wave
RDF2030506,RDF20-21,RDF203,RDF20305,RDF2030506,Engineering and technology,"Electrical engineering, computer engineering, and information engineering","Electromagnetics, photonics and optics",Terahertz studies
RDF2030507,RDF20-21,RDF203,RDF20305,RDF2030507,Engineering and technology,"Electrical engineering, computer engineering, and information engineering","Electromagnetics, photonics and optics",Antennas and propagation
RDF2030508,RDF20-21,RDF203,RDF20305,RDF2030508,Engineering and technology,"Electrical engineering, computer engineering, and information engineering","Electromagnetics, photonics and optics",Radar theory and applications
RDF2030509,RDF20-21,RDF203,RDF20305,RDF2030509,Engineering and technology,"Electrical engineering, computer engineering, and information engineering","Electromagnetics, photonics and optics",Metamaterials and metasurfaces sciences
RDF2030510,RDF20-21,RDF203,RDF20305,RDF2030510,Engineering and technology,"Electrical engineering, computer engineering, and information engineering","Electromagnetics, photonics and optics",Photonics and electro-optical engineering
RDF2030511,RDF20-21,RDF203,RDF20305,RDF2030511,Engineering and technology,"Electrical engineering, computer engineering, and information engineering","Electromagnetics, photonics and optics",Optoelectronics
RDF2030512,RDF20-21,RDF203,RDF20305,RDF2030512,Engineering and technology,"Electrical engineering, computer engineering, and information engineering","Electromagnetics, photonics and optics",Integrated optics
RDF2030513,RDF20-21,RDF203,RDF20305,RDF2030513,Engineering and technology,"Electrical engineering, computer engineering, and information engineering","Electromagnetics, photonics and optics",Applied optics
RDF2030514,RDF20-21,RDF203,RDF20305,RDF2030514,Engineering and technology,"Electrical engineering, computer engineering, and information engineering","Electromagnetics, photonics and optics",Optical spectroscopy
