division,group,class,subclass,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030101 Aesthetics,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030102 Environmental philosophy,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030103 Epistemology,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030104 Feminist philosophy,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030105 Philosophy of sexuality,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030106 Logic,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030107 Metaphysics,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030108 Phenomenology,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)","RDF6030109 Philosophical psychology (including moral psychology and philosophy of action)",,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030110 Philosophy of cognition,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030111 Philosophy of language,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)","RDF6030112 Philosophy of mind (except cognition)",,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030113 Philosophy of religion,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)","RDF6030114 Philosophy of specific cultures (including comparative philosophy)",,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030115 Philosophy of law,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030116 Social philosophy,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030117 Postcolonial philosophy,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030118 Political philosophy,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030119 Critical theory in philosophy,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030120 Contemporary philosophy,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030121 Metaethics and ethical theory,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)","RDF6030122 Classical philosophy (Greek, Latin, Medieval)",
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030123 History of philosophy,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030124 Ontology,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",RDF6030125 Philosophy of sciences and technologies,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)","RDF6030199 Philosophy, n.e.c.",,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60302 Applied ethics,,,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60302 Applied ethics,"RDF6030201 Bioethics (humans and animals)",,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60302 Applied ethics,RDF6030202 Business ethics,,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60302 Applied ethics,"RDF6030203 Ethics in technology (e.g., digital, artificial intelligence)",
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60302 Applied ethics,"RDF6030204 Human rights, justice, and ethical issues",,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60302 Applied ethics,RDF6030205 Legal ethics,,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60302 Applied ethics,RDF6030206 Medical ethics,,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60302 Applied ethics,RDF6030207 Professional ethics,,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60302 Applied ethics,RDF6030208 Research ethics,,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60302 Applied ethics,RDF6030209 Animal ethics,,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60302 Applied ethics,RDF6030210 Reproductive health ethics,,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60302 Applied ethics,RDF6030211 Ethics and management of personal data,,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60302 Applied ethics,"RDF6030299 Applied ethics, n.e.c.",,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60303 History and philosophy of specific fields,,,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60303 History and philosophy of specific fields,RDF6030301 Business and labour history,,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60303 History and philosophy of specific fields,RDF6030302 History and philosophy of education,,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60303 History and philosophy of specific fields,RDF6030303 History and philosophy of economics,,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60303 History and philosophy of specific fields,RDF6030304 History and philosophy of engineering and technology,,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60303 History and philosophy of specific fields,RDF6030305 History and philosophy of law and justice,,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60303 History and philosophy of specific fields,RDF6030306 History and philosophy of medicine,,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60303 History and philosophy of specific fields,"RDF6030307 History and philosophy of science (including non-historical philosophy of science)",,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60303 History and philosophy of specific fields,RDF6030308 History and philosophy of the humanities,,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60303 History and philosophy of specific fields,RDF6030309 History and philosophy of the social sciences,,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60303 History and philosophy of specific fields,"RDF6030310 Intellectual history (except in literary studies)",,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60303 History and philosophy of specific fields,RDF6030311 History of ideas,,,
RDF60 Humanities and the arts,RDF603 Philosophy,RDF60303 History and philosophy of specific fields,"RDF6030399 History and philosophy of specific fields, n.e.c.",,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",,,,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60401 Art history and theory,,,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60401 Art history and theory,RDF6040101 History of art and architecture,,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60401 Art history and theory,RDF6040102 Art theory and analysis,,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60401 Art history and theory,"RDF6040103 Visual theory, visual culture and visual literacy",,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60401 Art history and theory,"RDF6040199 Art theory and criticism, n.e.c.",,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60402 Architecture,,,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60402 Architecture,RDF6040201 Architectural design,,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60402 Architecture,RDF6040202 Architectural history and theory,,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60402 Architecture,"RDF6040203 Architectural science and technology (including architectural acoustics)",,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60402 Architecture,RDF6040204 Architecture management,,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60402 Architecture,RDF6040205 Interior design,,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60402 Architecture,RDF6040206 Landscape architecture,,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60402 Architecture,"RDF6040299 Architecture, n.e.c.",,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60403 Design practice and management,,,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60403 Design practice and management,RDF6040301 Design history and theory,,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60403 Design practice and management,RDF6040302 Design innovation,,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60403 Design practice and management,RDF6040303 Digital and interaction design,,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60403 Design practice and management,RDF6040304 Textile and fashion design,,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60403 Design practice and management,"RDF6040305 Visual communication design (except computer graphics)",,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60403 Design practice and management,RDF6040306 Industrial design,,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60403 Design practice and management,"RDF6040399 Design practice and management, n.e.c.",,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60404 Creative writing,,,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60404 Creative writing,"RDF6040401 Novels, stories and news",,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60404 Creative writing,RDF6040402 Script development,,,
RDF60 Humanities and the arts,"RDF604 Arts (arts, history of arts, performing arts, music), architecture and design",RDF60404 Creative writing,"RDF6040403 Poetry, essays and songs",,,
